baker_first_name,baker_last_name,series,episode,baker_age,baker_occupation,hometown,technical,result,signature_bake,show_stopper
Ali,Imdad,4,1,25,Charity worker,"Saltley, Birmingham",11,Stayed in,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake"
Ali,Imdad,4,2,25,Charity worker,"Saltley, Birmingham",9,Stayed in,Italian Grissini,Sweet and Savoury Yin Yang Bread
Ali,Imdad,4,3,25,Charity worker,"Saltley, Birmingham",5,Stayed in,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops
Ali,Imdad,4,4,25,Charity worker,"Saltley, Birmingham",8,Eliminated,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha"
Alice,Fevronia,10,1,28,Geography teacher,Essex,5,Stayed in,NA,NA
Alice,Fevronia,10,2,28,Geography teacher,Essex,1,Star Baker,NA,NA
Alice,Fevronia,10,3,28,Geography teacher,Essex,7,Stayed in,NA,NA
Alice,Fevronia,10,4,28,Geography teacher,Essex,8,Stayed in,NA,NA
Alice,Fevronia,10,5,28,Geography teacher,Essex,6,Stayed in,NA,NA
Alice,Fevronia,10,6,28,Geography teacher,Essex,1,Stayed in,NA,NA
Alice,Fevronia,10,7,28,Geography teacher,Essex,6,Stayed in,NA,NA
Alice,Fevronia,10,8,28,Geography teacher,Essex,3,Stayed in,NA,NA
Alice,Fevronia,10,9,28,Geography teacher,Essex,4,Star Baker,NA,NA
Alice,Fevronia,10,10,28,Geography teacher,Essex,2,Series Runner-up,NA,NA
Alvin,Magallanes,6,1,37,Nurse,"Bracknell, Berkshire",2,Stayed in,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau
Alvin,Magallanes,6,2,37,Nurse,"Bracknell, Berkshire",6,Stayed in,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps
Alvin,Magallanes,6,3,37,Nurse,"Bracknell, Berkshire",4,Stayed in,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia
Alvin,Magallanes,6,4,37,Nurse,"Bracknell, Berkshire",9,Stayed in,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes
Alvin,Magallanes,6,5,37,Nurse,"Bracknell, Berkshire",8,Stayed in,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
Alvin,Magallanes,6,6,37,Nurse,"Bracknell, Berkshire",6,Eliminated,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents
Amelia,LeBruin,10,1,24,Fashion designer,Halifax,4,Stayed in,NA,NA
Amelia,LeBruin,10,2,24,Fashion designer,Halifax,9,Stayed in,NA,NA
Amelia,LeBruin,10,3,24,Fashion designer,Halifax,11,Eliminated,NA,NA
Andrew,Smyth,7,1,25,Aerospace engineer,"Derby / Holywood, County Down",12,Stayed in,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake
Andrew,Smyth,7,2,25,Aerospace engineer,"Derby / Holywood, County Down",4,Stayed in,Beehive Biscuits,Punting in Cambridge
Andrew,Smyth,7,3,25,Aerospace engineer,"Derby / Holywood, County Down",2,Stayed in,Chocolate Barmbrack Bread,Braided Harvest Bread Basket
Andrew,Smyth,7,4,25,Aerospace engineer,"Derby / Holywood, County Down",4,Stayed in,Yorkshire 'Tapas' Puddings,Churros Window Box
Andrew,Smyth,7,5,25,Aerospace engineer,"Derby / Holywood, County Down",6,Stayed in,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites
Andrew,Smyth,7,6,25,Aerospace engineer,"Derby / Holywood, County Down",6,Stayed in,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio
Andrew,Smyth,7,7,25,Aerospace engineer,"Derby / Holywood, County Down",1,Star Baker,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes
Andrew,Smyth,7,8,25,Aerospace engineer,"Derby / Holywood, County Down",2,Stayed in,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane
Andrew,Smyth,7,9,25,Aerospace engineer,"Derby / Holywood, County Down",2,Star Baker,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants
Andrew,Smyth,7,10,25,Aerospace engineer,"Derby / Holywood, County Down",1,Series Runner-up,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic
Annetha,Mills,1,1,30,Midwife,Essex,2,Stayed in,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream"
Annetha,Mills,1,2,30,Midwife,Essex,7,Eliminated,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs
Antony,Amourdoux,9,1,30,Banker,London,12,Stayed in,NA,NA
Antony,Amourdoux,9,2,30,Banker,London,9,Stayed in,NA,NA
Antony,Amourdoux,9,3,30,Banker,London,8,Eliminated,NA,NA
Beca,Lyne-Pirkis,4,1,31,Military Wives' Choir Singer,"Aldershot, Hampshire",8,Stayed in,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence
Beca,Lyne-Pirkis,4,2,31,Military Wives' Choir Singer,"Aldershot, Hampshire",11,Stayed in,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath
Beca,Lyne-Pirkis,4,3,31,Military Wives' Choir Singer,"Aldershot, Hampshire",10,Stayed in,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread
Beca,Lyne-Pirkis,4,4,31,Military Wives' Choir Singer,"Aldershot, Hampshire",2,Stayed in,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast
Beca,Lyne-Pirkis,4,5,31,Military Wives' Choir Singer,"Aldershot, Hampshire",5,Stayed in,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece
Beca,Lyne-Pirkis,4,6,31,Military Wives' Choir Singer,"Aldershot, Hampshire",6,Stayed in,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns
Beca,Lyne-Pirkis,4,7,31,Military Wives' Choir Singer,"Aldershot, Hampshire",1,Stayed in,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille
Beca,Lyne-Pirkis,4,8,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,Stayed in,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake
Beca,Lyne-Pirkis,4,9,31,Military Wives' Choir Singer,"Aldershot, Hampshire",3,Eliminated,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake
Ben,Frazer,2,1,31,Graphic Designer,Northampton,2,Stayed in,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,Vanilla Sponge with White Chocolate and Raspberry Buttercream
Ben,Frazer,2,2,31,Graphic Designer,Northampton,1,Stayed in,"Chorizo, Pepper and Gruyere Quiche",Lemon Meringue Tarts
Ben,Frazer,2,3,31,Graphic Designer,Northampton,3,Stayed in,"Walnut, Raisin and Rosemary Loaf",UNKNOWN
Ben,Frazer,2,4,31,Graphic Designer,Northampton,5,Eliminated,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons
Benjamina,Ebuehi,7,1,23,Teaching assistant,South London,6,Stayed in,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream
Benjamina,Ebuehi,7,2,23,Teaching assistant,South London,3,Stayed in,Bouquet Biscuits,"New York, New York"
Benjamina,Ebuehi,7,3,23,Teaching assistant,South London,6,Stayed in,"Chocolate, Tahini and Almond Babka",Braided Bread Heart
Benjamina,Ebuehi,7,4,23,Teaching assistant,South London,1,Star Baker,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros
Benjamina,Ebuehi,7,5,23,Teaching assistant,South London,5,Stayed in,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups
Benjamina,Ebuehi,7,6,23,Teaching assistant,South London,2,Stayed in,Grapefruit and Ginger Meringue Pie,Floral Tea Cake
Benjamina,Ebuehi,7,7,23,Teaching assistant,South London,3,Stayed in,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake
Benjamina,Ebuehi,7,8,23,Teaching assistant,South London,4,Eliminated,Mexican Adventure,Tudor Garden
Brendan,Lynch,3,1,63,Recruitment consultant,Sutton Coldfield,10,Stayed in,"Plum, Sour Cherry & Walnut",UNKNOWN
Brendan,Lynch,3,2,63,Recruitment consultant,Sutton Coldfield,4,Stayed in,Middle Eastern Taboon BreadIndian Rotis,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels"
Brendan,Lynch,3,3,63,Recruitment consultant,Sutton Coldfield,9,Stayed in,Apple and Ginger Tarte Tatin,"Blackberry, Nectarine and Dragon Fruit Tart"
Brendan,Lynch,3,4,63,Recruitment consultant,Sutton Coldfield,1,Star Baker,Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise"
Brendan,Lynch,3,5,63,Recruitment consultant,Sutton Coldfield,3,Stayed in,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie
Brendan,Lynch,3,6,63,Recruitment consultant,Sutton Coldfield,1,Star Baker,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel"
Brendan,Lynch,3,7,63,Recruitment consultant,Sutton Coldfield,4,Stayed in,Chelsea Bunskis,Black Forest Christmas Stollen
Brendan,Lynch,3,8,63,Recruitment consultant,Sutton Coldfield,2,Stayed in,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House
Brendan,Lynch,3,9,63,Recruitment consultant,Sutton Coldfield,3,Stayed in,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré
Brendan,Lynch,3,10,63,Recruitment consultant,Sutton Coldfield,2,Series Runner-up,Potato and Pepper Pithivier,Family Reunion Chiffon Cake
Briony,Williams,9,1,33,Full-time parent,Bristol,2,Stayed in,NA,NA
Briony,Williams,9,2,33,Full-time parent,Bristol,5,Stayed in,NA,NA
Briony,Williams,9,3,33,Full-time parent,Bristol,9,Stayed in,NA,NA
Briony,Williams,9,4,33,Full-time parent,Bristol,5,Stayed in,NA,NA
Briony,Williams,9,5,33,Full-time parent,Bristol,6,Stayed in,NA,NA
Briony,Williams,9,6,33,Full-time parent,Bristol,1,Star Baker,NA,NA
Briony,Williams,9,7,33,Full-time parent,Bristol,5,Stayed in,NA,NA
Briony,Williams,9,8,33,Full-time parent,Bristol,1,Stayed in,NA,NA
Briony,Williams,9,9,33,Full-time parent,Bristol,3,Eliminated,NA,NA
Candice,Brown,7,1,31,PE teacher,"Barton-Le-Clay, Bedfordshire",5,Stayed in,Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?"
Candice,Brown,7,2,31,PE teacher,"Barton-Le-Clay, Bedfordshire",8,Star Baker,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet
Candice,Brown,7,3,31,PE teacher,"Barton-Le-Clay, Bedfordshire",3,Stayed in,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist
Candice,Brown,7,4,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,Stayed in,Yorkshire Wellingtons,Two-Way Peanut Butter Churros
Candice,Brown,7,5,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,Star Baker,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups"
Candice,Brown,7,6,31,PE teacher,"Barton-Le-Clay, Bedfordshire",5,Stayed in,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake
Candice,Brown,7,7,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,Stayed in,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse
Candice,Brown,7,8,31,PE teacher,"Barton-Le-Clay, Bedfordshire",1,Star Baker,Cheesy Cheeky Fish Pies,Peacock
Candice,Brown,7,9,31,PE teacher,"Barton-Le-Clay, Bedfordshire",3,Stayed in,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies
Candice,Brown,7,10,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,Series Winner,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens
Cathryn,Dresser,3,1,27,Shop assistant,"Pease Pottage, West Sussex",5,Stayed in,"Apple, Hazelnut and Calvados",Hidden Cupcake Cake
Cathryn,Dresser,3,2,27,Shop assistant,"Pease Pottage, West Sussex",8,Stayed in,"Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels"
Cathryn,Dresser,3,3,27,Shop assistant,"Pease Pottage, West Sussex",3,Stayed in,"Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart"
Cathryn,Dresser,3,4,27,Shop assistant,"Pease Pottage, West Sussex",3,Stayed in,"White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue"
Cathryn,Dresser,3,5,27,Shop assistant,"Pease Pottage, West Sussex",1,Stayed in,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie
Cathryn,Dresser,3,6,27,Shop assistant,"Pease Pottage, West Sussex",3,Stayed in,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel
Cathryn,Dresser,3,7,27,Shop assistant,"Pease Pottage, West Sussex",5,Stayed in,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche
Cathryn,Dresser,3,8,27,Shop assistant,"Pease Pottage, West Sussex",5,Eliminated,Cheese and Pickle Crackers,Gingerbread Buckingham Palace
Chetna,Makan,5,1,35,Fashion Designer,"Broadstairs, Kent",3,Stayed in,"Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream
Chetna,Makan,5,2,35,Fashion Designer,"Broadstairs, Kent",8,Stayed in,Fenugreek and Carom Crackers,Day On The Beach
Chetna,Makan,5,3,35,Fashion Designer,"Broadstairs, Kent",8,Stayed in,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf
Chetna,Makan,5,4,35,Fashion Designer,"Broadstairs, Kent",3,Stayed in,"Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska"
Chetna,Makan,5,5,35,Fashion Designer,"Broadstairs, Kent",2,Stayed in,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies
Chetna,Makan,5,6,35,Fashion Designer,"Broadstairs, Kent",2,Star Baker,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream
Chetna,Makan,5,7,35,Fashion Designer,"Broadstairs, Kent",6,Stayed in,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs
Chetna,Makan,5,8,35,Fashion Designer,"Broadstairs, Kent",1,Stayed in,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts
Chetna,Makan,5,9,35,Fashion Designer,"Broadstairs, Kent",4,Eliminated,Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets"
Chris,Geiger,8,1,50,Software developer,Bristol,12,Stayed in,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake
Chris,Geiger,8,2,50,Software developer,Bristol,11,Eliminated,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game
Christine,Wallace,4,1,66,Director of an engraving company,"Didcot, Oxfordshire",3,Stayed in,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake
Christine,Wallace,4,2,66,Director of an engraving company,"Didcot, Oxfordshire",4,Stayed in,Mediterranean Breadsticks with Oregano,Double Plaited Loaf
Christine,Wallace,4,3,66,Director of an engraving company,"Didcot, Oxfordshire",4,Star Baker,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels
Christine,Wallace,4,4,66,Director of an engraving company,"Didcot, Oxfordshire",7,Stayed in,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese
Christine,Wallace,4,5,66,Director of an engraving company,"Didcot, Oxfordshire",1,Star Baker,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower
Christine,Wallace,4,6,66,Director of an engraving company,"Didcot, Oxfordshire",4,Stayed in,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød
Christine,Wallace,4,7,66,Director of an engraving company,"Didcot, Oxfordshire",6,Stayed in,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille
Christine,Wallace,4,8,66,Director of an engraving company,"Didcot, Oxfordshire",5,Eliminated,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant
Claire,Goodwin,5,1,31,Speech Therapist,"Ashton upon Mersey, Trafford",8,Eliminated,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes
Dan,Beasley-Harling,9,1,36,Full-time parent,London,4,Stayed in,NA,NA
Dan,Beasley-Harling,9,2,36,Full-time parent,London,3,Stayed in,NA,NA
Dan,Beasley-Harling,9,3,36,Full-time parent,London,6,Stayed in,NA,NA
Dan,Beasley-Harling,9,4,36,Full-time parent,London,1,Star Baker,NA,NA
Dan,Beasley-Harling,9,5,36,Full-time parent,London,2,Stayed in,NA,NA
Dan,Beasley-Harling,9,6,36,Full-time parent,London,6,Eliminated,NA,NA
Dan,Chambers,10,1,32,Support worker,Rotherham,9,Eliminated,NA,NA
Danny,Bryden,3,1,45,Intensive care consultant,Sheffield,7,Stayed in,"Plum, Ginger & Orange",UNKNOWN
Danny,Bryden,3,2,45,Intensive care consultant,Sheffield,3,Stayed in,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,UNKNOWN
Danny,Bryden,3,3,45,Intensive care consultant,Sheffield,2,Stayed in,Savoury Pear and Roquefort Tarte Tatin,"Pineapple, Coconut and Frangipane Tart"
Danny,Bryden,3,4,45,Intensive care consultant,Sheffield,2,Stayed in,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise"
Danny,Bryden,3,5,45,Intensive care consultant,Sheffield,7,Stayed in,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie
Danny,Bryden,3,6,45,Intensive care consultant,Sheffield,2,Stayed in,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel"
Danny,Bryden,3,7,45,Intensive care consultant,Sheffield,2,Star Baker,Bakewell Chelsea Buns,European Christmas Wreath
Danny,Bryden,3,8,45,Intensive care consultant,Sheffield,4,Stayed in,Spiced Almond Drinks Crackers,Gingerbread Big Ben
Danny,Bryden,3,9,45,Intensive care consultant,Sheffield,4,Eliminated,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré
David,Chambers,1,1,31,Entrepreneur,Milton Keynes,3,Stayed in,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs"
David,Chambers,1,2,31,Entrepreneur,Milton Keynes,8,Stayed in,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles
David,Chambers,1,3,31,Entrepreneur,Milton Keynes,4,Stayed in,Chilli Bread,"Walnut and Seed Roll
Red Berry and Almond Bun"
David,Chambers,1,4,31,Entrepreneur,Milton Keynes,5,Eliminated,Pear and Walnut Pudding,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear"
David,Atherton,10,1,36,International health adviser,Whitby,10,Stayed in,NA,NA
David,Atherton,10,2,36,International health adviser,Whitby,2,Stayed in,NA,NA
David,Atherton,10,3,36,International health adviser,Whitby,2,Stayed in,NA,NA
David,Atherton,10,4,36,International health adviser,Whitby,2,Stayed in,NA,NA
David,Atherton,10,5,36,International health adviser,Whitby,9,Stayed in,NA,NA
David,Atherton,10,6,36,International health adviser,Whitby,2,Stayed in,NA,NA
David,Atherton,10,7,36,International health adviser,Whitby,2,Stayed in,NA,NA
David,Atherton,10,8,36,International health adviser,Whitby,1,Stayed in,NA,NA
David,Atherton,10,9,36,International health adviser,Whitby,2,Stayed in,NA,NA
David,Atherton,10,10,36,International health adviser,Whitby,1,Series Winner,NA,NA
Deborah,Manger,4,1,51,Dentist,Peterborough,9,Stayed in,Pineapple Cake,'Coffee Time'
Deborah,Manger,4,2,51,Dentist,Peterborough,8,Stayed in,Fennel & Chilli Breadsticks,Walnut Fleur Loaf
Deborah,Manger,4,3,51,Dentist,Peterborough,9,Eliminated,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies
Diana,Beard,5,1,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,Stayed in,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises
Diana,Beard,5,2,69,Women's Institute (WI) Judge,"Alkington, Shropshire",7,Stayed in,Parmesan Triangles,"Express, First Class"
Diana,Beard,5,3,69,Women's Institute (WI) Judge,"Alkington, Shropshire",7,Stayed in,Rustic Picnic Rolls,Sharing Savoury Pinwheel
Diana,Beard,5,4,69,Women's Institute (WI) Judge,"Alkington, Shropshire",9,Stayed in,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan
Diana,Beard,5,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,Withdrew,NA,NA
Diana,Beard,5,6,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,Stayed in,NA,NA
Diana,Beard,5,7,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,Stayed in,NA,NA
Diana,Beard,5,8,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,Stayed in,NA,NA
Diana,Beard,5,9,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,Stayed in,NA,NA
Diana,Beard,5,10,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,Stayed in,NA,NA
Dorret,Conway,6,1,53,Accountant,"Penwortham, Lancashire",5,Stayed in,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau
Dorret,Conway,6,2,53,Accountant,"Penwortham, Lancashire",1,Stayed in,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs
Dorret,Conway,6,3,53,Accountant,"Penwortham, Lancashire",6,Eliminated,Walnut and Stilton Soda Breads,Unmade Bread
Edd,Kimber,1,1,24,Debt collector for Yorkshire Bank,Bradford,1,Stayed in,Caramel Cinnamon and Banana Cake,NA
Edd,Kimber,1,2,24,Debt collector for Yorkshire Bank,Bradford,6,Stayed in,Oatmeal Raisin Cookie,Pink Macarons
Edd,Kimber,1,3,24,Debt collector for Yorkshire Bank,Bradford,1,Stayed in,Olive Bread,Tomato and Mozzarella
Edd,Kimber,1,4,24,Debt collector for Yorkshire Bank,Bradford,3,Stayed in,Apple and Plum Pudding,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer"
Edd,Kimber,1,5,24,Debt collector for Yorkshire Bank,Bradford,2,Stayed in,"Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés"
Edd,Kimber,1,6,24,Debt collector for Yorkshire Bank,Bradford,NA,Series Winner,Cinnamon and Banana Cake,NA
Enwezor,Nzegwu,5,1,39,Business Consultant,"Portsmouth, Hampshire",9,Stayed in,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares
Enwezor,Nzegwu,5,2,39,Business Consultant,"Portsmouth, Hampshire",9,Eliminated,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene
Flo,Atkins,8,1,71,Retired,Merseyside,9,Stayed in,Citrus Layer Cake,'One in a Melon' Cake
Flo,Atkins,8,2,71,Retired,Merseyside,10,Stayed in,Gin Jam Butties,'Pick My Bones' Game
Flo,Atkins,8,3,71,Retired,Merseyside,7,Eliminated,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture
Flora,Shedden,6,1,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,Stayed in,Blood Orange Madeira Cake,Black Forest Gâteau
Flora,Shedden,6,2,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,Stayed in,Wedding Biscotti,Honey and Earl Grey Tea Box
Flora,Shedden,6,3,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,Stayed in,Fig and Hazelnut Rye Breads,Herb Couture
Flora,Shedden,6,4,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,Stayed in,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes
Flora,Shedden,6,5,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,Stayed in,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche
Flora,Shedden,6,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,Stayed in,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents
Flora,Shedden,6,7,19,Art gallery assistant,"Dunkeld, Perth and Kinross",4,Stayed in,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe"
Flora,Shedden,6,8,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,Stayed in,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne
Flora,Shedden,6,9,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,Eliminated,Passion Fruit and Chocolate Tart,Cocoa Carousel
Frances,Quinn,4,1,31,Children's Clothes Designer,"Market Harborough, Leicestershire",7,Stayed in,Giant Jam Sandwich,Secret Squirrel Cake
Frances,Quinn,4,2,31,Children's Clothes Designer,"Market Harborough, Leicestershire",2,Stayed in,Giant Matchsticks,Sailor's Knot
Frances,Quinn,4,3,31,Children's Clothes Designer,"Market Harborough, Leicestershire",8,Stayed in,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes
Frances,Quinn,4,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",1,Stayed in,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie
Frances,Quinn,4,5,31,Children's Clothes Designer,"Market Harborough, Leicestershire",3,Stayed in,Millionaire Banoffee Bonus,Biscuit Buttons and Beads
Frances,Quinn,4,6,31,Children's Clothes Designer,"Market Harborough, Leicestershire",2,Stayed in,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches
Frances,Quinn,4,7,31,Children's Clothes Designer,"Market Harborough, Leicestershire",5,Star Baker,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers
